"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87","Vote 88","Vote 89","Vote 90","Vote 91","Vote 92","Vote 93","Vote 94","Vote 95","Vote 96","Vote 97","Vote 98","Vote 99","Vote 100","Vote 101","Vote 102","Vote 103","Vote 104","Vote 105","Vote 106","Vote 107","Vote 108","Vote 109","Vote 110","Vote 111","Vote 112","Vote 113","Vote 114"
"WEAVER (D NC-10)",1,0,0,1,1,NA,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,NA,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,NA,1,0,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,NA,1,1,0,0,NA,0
"BURTNESS (R ND-1)",1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,NA,1,NA,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,NA,0,0,1,0,1,0,1,0,NA,1,0,1,0,0,1,1,1,1,1,NA,NA,0,0,1,0,0,1,0,0,1,NA,0,0,0,1,0,1,1,NA,1,1,1,1,0,0,1,1,0,1,1,NA,1,1,1,0,0,1,1,NA,1,0,1,1,0,1,0,1,1,1,1,1,1,1
"HALL (R ND-2)",1,1,1,0,1,0,1,1,NA,1,1,NA,0,0,1,0,0,1,1,NA,1,1,1,0,0,1,0,NA,NA,1,1,0,0,1,1,0,NA,1,1,1,0,0,0,1,0,1,0,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,0,1,0,1,1,1,0,1,0,1,0,1,1,NA,NA,NA,1,1,0,1,1,NA,1,1,1,1,1,1,1,0,0,1,1,NA,0,1,1,1,0,1,1,1,NA,1,1,1,1,1
"SINCLAIR (R ND-3)",0,0,0,1,0,1,0,1,NA,1,NA,NA,1,1,0,1,1,NA,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,NA,1,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,NA,NA,1
"LONGWORTH (R OH-1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEPHENS (R OH-2)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,NA,0,1,1,1,0,0,1,1,NA,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FITZGERALD (R OH-3)",NA,NA,NA,0,1,0,NA,1,NA,NA,1,1,1,0,1,0,NA,1,1,NA,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,NA,1,1,NA,NA,1,1,0,1,0,1,1,1,1,1,0,NA,1,1,1,1,0,1,1,NA,1,NA,NA,NA,0,1,1,NA,1,1,NA,1,NA,1,NA,1,1,NA,0,1,1,1,1,0,1,1,1,NA,1,1,1,0,NA,1,0,0,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1
"FITZGERALD (R OH-4)",1,1,1,0,1,0,1,NA,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"THOMPSON (R OH-5)",1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,NA,0,0,1,1,0,1,1,0,0,0,1,0,1,NA,1,0,0,1,1,NA,1,NA,1,1,NA,0,0,1,0,NA,0,1,1,1,1,0,1,NA,1,1,0,NA,NA,1,1,1,0,0,1,1,0,1,0,1,1,1,NA,1,0,NA,0,1,1,NA,0,1,1,NA,0,1,1,1,0,1,NA,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1
"KEARNS (R OH-6)",1,1,NA,0,1,0,1,1,1,1,1,1,1,0,1,NA,0,1,1,NA,NA,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,NA,0,NA,1,NA,NA,0,1,1,1,1,1,0,0,0,NA,NA,NA,NA,1,1,1,1,0,1,1,NA,1,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,NA,1,1
"BRAND (R OH-7)",1,1,1,0,1,0,1,NA,1,1,1,1,1,0,1,NA,1,1,1,0,1,1,1,NA,0,1,1,NA,1,1,1,0,1,0,1,0,0,1,1,1,NA,0,NA,NA,0,1,0,1,1,1,1,0,1,1,0,NA,1,NA,NA,1,1,1,1,0,1,0,0,1,NA,0,1,NA,0,0,0,NA,0,1,1,NA,1,1,NA,NA,0,1,1,1,1,NA,NA,1,1,1,1,0,0,1,NA,0,NA,NA,0,NA,0,1,1,NA,1,NA,1,NA,NA,1
"FLETCHER (D OH-8)",1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,NA,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,NA,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1
"CHALMERS (R OH-9)",1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
"JENKINS (R OH-10)",1,1,1,0,1,NA,1,1,1,1,1,1,0,0,1,NA,0,1,1,1,0,1,1,0,NA,NA,1,0,1,1,1,0,0,1,1,0,NA,NA,NA,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,NA,NA,NA,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,NA,1,1,1,1,1,0,1,1,1,1,1,1,0,1,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,1
"UNDERWOOD (D OH-11)",1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"SPEAKS (R OH-12)",1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
"BEGG (R OH-13)",1,1,1,0,1,0,1,1,1,1,1,1,NA,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,NA,NA,NA,1,0,0,1,1,1,1,0,1,1,1,1,1,0,NA,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,NA,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,0,1,1,1,0,1,NA,NA,1,1,1,1,1,0,1,1,1,1,1,1,1
"DAVEY (D OH-14)",1,0,0,1,1,1,1,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,1,1,1,1,1,NA,0,0,0,0,0,0,0,1,1,0,NA,1,1,1,1,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,1,0,1,0,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,NA,0,0,0,1,0,0,1,1,1,1,1,1,1,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOORE (R OH-15)",1,1,1,0,1,0,1,1,1,1,1,1,NA,0,1,NA,0,1,1,0,1,1,1,NA,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,NA,0,0,NA,0,1,0,1,0,1,1,NA,NA,1,1,1,0,1,1,1,1,1,1,1,NA,NA,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,1
"MCSWEENEY (D OH-16)",1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,NA,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,NA,NA,1,1,1,NA,0,1,1,1,1,1,1,NA,0,1,0,0,1,1,1,NA,1,1,1,1,1,0,0,1,1,NA,0,0,0
"MORGAN (R OH-17)",1,1,1,0,1,0,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,1,1,0,1,1,1,0,0,0,1,NA,1,1,1,0,1,1,1,0,1,1,1,1,0,0,NA,1,0,1,0,1,1,1,1,0,0,NA,NA,NA,1,1,0,1,0,NA,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"MURPHY (R OH-18)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,NA,NA,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,NA,1,NA,1,0,1,1,NA,1,0,1,1,0,1,1,1,0,1,1,NA,1,0,1,0,0,1,0,NA,0,1,0,1,0,1,NA,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,1,1,1,NA,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,NA,1
"COOPER (R OH-19)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,NA,1,1,1,0,0,1,0,NA,1,1,1,0,0,1,1,0,0,1,1,NA,NA,0,1,NA,0,1,NA,NA,1,NA,1,1,0,NA,NA,NA,NA,NA,0,1,0,1,1,0,1,0,NA,NA,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,1,NA,NA,NA,1,0,1,1,1,0,1,1,0,0,NA,1,1,1,NA,1,1,1,1,NA,1,1
"MOONEY (D OH-20)",NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,0,1,1,NA,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,NA,1,1,1,NA,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,NA,NA,0,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
"CROSSER (D OH-21)",1,0,0,1,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,NA,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,NA,0,0,1,1,0,1,NA,NA,1,NA,NA,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
"BURTON (R OH-22)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,NA,0,1,1,1,0,NA,1,NA,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,NA,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA
"MONTGOMERY (R OK-1)",1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,NA,NA,1,1,NA,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,NA,0,1,0,1,0,NA,NA,1,0,1,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,1,1,NA,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1
"HASTINGS (D OK-2)",1,0,0,1,1,1,0,0,1,1,1,1,1,NA,NA,1,1,0,1,NA,NA,NA,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,NA,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"CARTER (D OK-3)",1,0,0,1,1,1,0,NA,NA,NA,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,NA,0,0,0,1,1,0,1,1,0,1,NA,1,NA,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,0,1,NA,1,1,1,1,0,0,1,1,1,0,0,0,0,0,NA,0,1,1,NA,NA,NA,0,0
"MCKEOWN (D OK-4)",1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,NA,0,0,0,1,1,1,0,1,0,0,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,0,1,NA,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"SWANK (D OK-5)",1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"THOMAS (D OK-6)",1,0,0,1,1,1,0,1,NA,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,0,1,0,0,1,1,1,NA,0,1,NA,0,0,0,1,1,1,0,1,0,NA,NA,1,0,NA,NA,0,1,0,0,1,1,1,0,0,0,0,NA,1,1,0,1,NA,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,NA
"MCCLINTIC (D OK-7)",1,0,0,0,1,1,0,NA,1,1,1,1,1,1,0,1,1,0,0,1,0,NA,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,NA,1,0,0,1,1,0,1,1,NA,NA,NA,0,1,0,0,0,1,1,1,0,1,0,NA,1,0,0,0,0,0,1,0,NA,NA,1,NA,NA,0,0,0,0,1,1,0,1,0,0,0,NA,NA,0,0,1,NA,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"GARBER (R OK-8)",1,1,1,0,1,NA,1,1,1,1,1,1,1,0,NA,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,NA,NA,1,0,0,1,1,1,NA,0,NA,1,NA,1,NA,NA,1,1,1,0,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,1,1,0,1,NA,0,1,0,0,0,0,1,0,NA,NA,NA,NA,1,0,NA,NA,0,0,1,0,1,1,0,0,1,1,0,0,1,NA,1,1,0,0,0,0,1,NA,1,1,1,1,1,1,0
"HAWLEY (R OR-1)",1,1,1,0,1,0,NA,NA,NA,NA,1,1,0,0,1,0,0,1,NA,NA,NA,NA,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,NA,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,NA,0,1,1,0,1,0,1,NA,NA,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SINNOTT (R OR-2)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,NA,NA,1,1,1,0,0,1,1,0,1,1,1,1,NA,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,NA,0,1,1,0,1,NA,NA,0,0,1,1,NA,0,0,1,0,NA,NA,1,NA,1,1,NA,0,1,1,1,0,1,NA,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,1,1
"CRUMPACKER (R OR-3)",1,1,1,0,1,0,1,NA,NA,NA,1,NA,0,0,1,0,0,1,NA,NA,NA,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,NA,1,1,1,1,0,1,1,0,NA,0,1,1,1,1,1,0,0,1,0,1,1,0,1,NA,NA,1,NA,0,1,0,1,NA,0,0,1,0,0,0,1,0,1,1,1,1,NA,1,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,1,0,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VARE (R PA-1)",1,1,1,0,1,0,1,NA,NA,NA,1,1,0,0,1,0,0,1,1,0,1,NA,NA,NA,NA,1,NA,NA,1,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,0,NA,NA,NA,0,NA,0,1,1,1,1,1,1,NA,1,1,1
"GRAHAM (R PA-2)",1,1,1,0,1,0,1,NA,NA,NA,1,NA,0,0,1,0,0,1,1,0,1,NA,1,NA,NA,NA,1,NA,1,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,0,1,0,NA,0,NA,NA,NA,0,NA,0,1,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,0,NA,1,1,NA,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,1
"RANSLEY (R PA-3)",1,1,1,0,1,0,1,NA,NA,NA,NA,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,NA,0,1,1,1,0,0,1,1,0,NA,1,1,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,0,1,0,1,0,NA,0,NA,0,1,1,NA,0,1,1,NA,NA,NA,1,NA,1,1,NA,1,1,1,NA,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"GOLDER (R PA-4)",1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,1,1,0,1,1,NA,0,0,1,NA,NA,1,1,1,0,0,1,1,0,NA,NA,1,NA,NA,0,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA,NA,1
"CONNOLLY (R PA-5)",1,1,1,0,1,0,1,NA,NA,NA,NA,1,0,0,1,0,0,1,1,0,1,NA,NA,0,0,1,NA,NA,1,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,1,0,1,1,0,1,NA,0,1,0,0,1,1,0,1,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,1,1,NA,1,1,1,0,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WELSH (R PA-6)",1,1,1,0,1,0,1,NA,NA,NA,NA,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,NA,1,NA,1,1,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,1,0,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,1,1,NA,NA,1,0,1,1,1,0,NA,NA,1,0,1,1,1,1,1,1,1,NA,1,1,1,1
"DARROW (R PA-7)",1,1,1,0,1,0,1,1,1,1,NA,1,NA,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,NA,NA,1,0,1,1,NA,1,1,0,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1,0,1,1,1,1,NA,1,NA,1,1,1,1,1,1,NA,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BUTLER (R PA-8)",1,1,1,0,1,0,1,NA,NA,NA,1,NA,0,0,1,0,NA,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,NA,NA,0,NA,1,0,1,0,1,1,1,1,1,0,1,NA,NA,1,NA,0,1,0,0,1,1,1,0,0,1,0,0,0,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,1,1,1,0,NA,1,1,0,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"WATSON (R PA-9)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,NA,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,NA,1,0,0,1,0,1,NA,0,1,0,0,1,1,0,1,0,1,0,NA,0,1,0,1,0,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GRIEST (R PA-10)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,NA,1,1,1,NA,0,1,1,0,1,0,1,1,1,1,0,1,1,NA,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"WATRES (R PA-11)",1,1,1,NA,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,NA,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,NA,NA,NA,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,1,1,1,1
"CARPENTER (R PA-12)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,NA,0,1,1,0,1,1,1,0,NA,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,NA,NA,1,NA,0,1,0,1,NA,NA,NA,1,0,0,NA,0,1,NA,0,1,1,1,1,NA,0,0,0,1,NA,1,0,1,0,1,0,NA,NA,NA,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,NA,1,1,1,0,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"BRUMM (R PA-13)",1,1,1,0,1,0,1,NA,NA,NA,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,NA,NA,NA,NA,0,1,1,0,1,0,1,NA,NA,NA,0,0,1,0,NA,1,1,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,1,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
